"2017","85 to 89 years old","Deceased","male",6717,
"2017","85 to 89 years old","Deceased","female",9494,
"2017","90 to 94 years old","Deceased","male",3810,
"2017","90 to 94 years old","Deceased","female",9531,
"2017","95 plus years old","Deceased","male",1097,
"2017","95 plus years old","Deceased","female",4133,
"2017","not applicable","Deceased","male",-,
"2017","not applicable","Deceased","female",-,
"2018","Up to 4 years old","Deceased","male",156,
"2018","Up to 4 years old","Deceased","female",118,
"2018","5 to 9 years old","Deceased","male",18,
"2018","5 to 9 years old","Deceased","female",13,
"2018","10 to 14 years old","Deceased","male",21,
"2018","10 to 14 years old","Deceased","female",12,
"2018","15 to 19 years old","Deceased","male",85,
"2018","15 to 19 years old","Deceased","female",35,
"2018","20 to 24 years old","Deceased","male",154,
"2018","20 to 24 years old","Deceased","female",35,
"2018","25 to 29 years old","Deceased","male",167,
"2018","25 to 29 years old","Deceased","female",74,
"2018","30 to 34 years old","Deceased","male",199,
"2018","30 to 34 years old","Deceased","female",105,
"2018","35 to 39 years old","Deceased","male",247,
"2018","35 to 39 years old","Deceased","female",156,
"2018","40 to 44 years old","Deceased","male",384,
"2018","40 to 44 years old","Deceased","female",252,
"2018","45 to 49 years old","Deceased","male",712,
"2018","45 to 49 years old","Deceased","female",397,
"2018","50 to 54 years old","Deceased","male",1261,
"2018","50 to 54 years old","Deceased","female",733,
"2018","55 to 59 years old","Deceased","male",2132,
"2018","55 to 59 years old","Deceased","female",1117,
"2018","60 to 64 years old","Deceased","male",2654,
"2018","60 to 64 years old","Deceased","female",1415,
"2018","65 to 69 years old","Deceased","male",3551,
"2018","65 to 69 years old","Deceased","female",2057,
"2018","70 to 74 years old","Deceased","male",4606,
"2018","70 to 74 years old","Deceased","female",2949,
"2018","75 to 79 years old","Deceased","male",6666,
"2018","75 to 79 years old","Deceased","female",4931,
"2018","80 to 84 years old","Deceased","male",5886,
"2018","80 to 84 years old","Deceased","female",5898,
"2018","85 to 89 years old","Deceased","male",6623,
"2018","85 to 89 years old","Deceased","female",9166,
"2018","90 to 94 years old","Deceased","male",4103,
"2018","90 to 94 years old","Deceased","female",9368,
"2018","95 plus years old","Deceased","male",1226,
"2018","95 plus years old","Deceased","female",4293,
"2018","not applicable","Deceased","male",-,
"2018","not applicable","Deceased","female",-,
"2019","Up to 4 years old","Deceased","male",180,
"2019","Up to 4 years old","Deceased","female",135,
"2019","5 to 9 years old","Deceased","male",20,
"2019","5 to 9 years old","Deceased","female",11,
"2019","10 to 14 years old","Deceased","male",24,
"2019","10 to 14 years old","Deceased","female",17,
"2019","15 to 19 years old","Deceased","male",88,
"2019","15 to 19 years old","Deceased","female",28,
"2019","20 to 24 years old","Deceased","male",135,
"2019","20 to 24 years old","Deceased","female",50,
"2019","25 to 29 years old","Deceased","male",166,
"2019","25 to 29 years old","Deceased","female",75,
"2019","30 to 34 years old","Deceased","male",226,
"2019","30 to 34 years old","Deceased","female",95,
"2019","35 to 39 years old","Deceased","male",267,
"2019","35 to 39 years old","Deceased","female",129,
"2019","40 to 44 years old","Deceased","male",365,
"2019","40 to 44 years old","Deceased","female",203,
"2019","45 to 49 years old","Deceased","male",690,
"2019","45 to 49 years old","Deceased","female",402,
"2019","50 to 54 years old","Deceased","male",1184,
"2019","50 to 54 years old","Deceased","female",686,
"2019","55 to 59 years old","Deceased","male",1969,
"2019","55 to 59 years old","Deceased","female",1052,
"2019","60 to 64 years old","Deceased","male",2624,
"2019","60 to 64 years old","Deceased","female",1470,
"2019","65 to 69 years old","Deceased","male",3436,
"2019","65 to 69 years old","Deceased","female",2066,
"2019","70 to 74 years old","Deceased","male",4457,
"2019","70 to 74 years old","Deceased","female",3016,
"2019","75 to 79 years old","Deceased","male",6598,
"2019","75 to 79 years old","Deceased","female",4876,
"2019","80 to 84 years old","Deceased","male",6178,
"2019","80 to 84 years old","Deceased","female",5849,
"2019","85 to 89 years old","Deceased","male",6574,
"2019","85 to 89 years old","Deceased","female",8914,
"2019","90 to 94 years old","Deceased","male",4339,
"2019","90 to 94 years old","Deceased","female",8884,
"2019","95 plus years old","Deceased","male",1254,
"2019","95 plus years old","Deceased","female",4654,
"2019","not applicable","Deceased","male",-,
"2019","not applicable","Deceased","female",-,


Symbol,Description
"Q","STATcube – Statistical Database of STATISTICS AUSTRIA"
"Deceased","-) Important note The classifications ""Residential district (province)"" and ""Sex"" can be combined with only ONE variable out of the group ""classifications - A"". Classifications of the group ""classifications - A"" can not be combined among each other. The variables in the group ""classifications - B"" can only be combined with the mandatory field time. .) Origin of data and legal foundations Data on deaths are based on the reports of the Austrian registrar's offices, which since 1.November 2014 are transmitted continously by the Central Civil Status Register. Until 2008 statistics covered all deaths of Austrian residents occurring in Austria. Since reporting year 2009 data also include deaths of main residents dying abroad. Regional assignment of the results is according to the last place of residence of the deceased person. Legal basis is the Civil Status Law. Other Metadata: http://www.statistik.at/web_en/statistics/population/deaths/index.html .) Updating http://www.statistik.at/web_de/ueber_uns/veroeffentlichungskalender/index.html Latest change of cube [2020-09-17] On principle, the final data of a reporting year are stored in the database when publication takes place during May/June of the subsequent year. .) Documentation Directorate Social Statistics - Vital Events Mrs. Anita Mikulasek phone: +43 (1) 71128 - 7275 Anita.Mikulasek@statistik.gv.at Directorate Social Statistics - Causes of death Mag. Barbara Leitner phone: +43 (1) 71128 - 7262 Barbara.Leitner@statistik.gv.at"


(c) Copyright Statistics Austria
